sid,survey_idno,variable,#_variable,var_dcml,loc_width,labl,var_security,var_universe_clusion,var_qstn_qstnlit,var_universe,var_sumstat_0,var_sumstat_type_0,var_sumstat_1,var_sumstat_type_1,var_format_type,var_val_range_min,var_val_range_max
694,DANE-DIMPE-EAM-2019,c3r41c2,V5306,0,8,Costos y gastos por servicios contratados con terceros (outsoursing)-  Administración y ventas,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Costos y gastos por servicios contratados con terceros (outsoursing)-  Administración y ventas,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,16777756
694,DANE-DIMPE-EAM-2019,c3r41c3,V5307,0,8,Total Costos y gastos por servicios contratados con terceros (outsoursing),El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Total Costos y gastos por servicios contratados con terceros (outsoursing),Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,25008470
694,DANE-DIMPE-EAM-2019,c3r42c1,V5342,0,8,Costos y gastos de transporte de materias primas - Producción,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Costos y gastos de transporte de materias primas - Producción,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,54346644
694,DANE-DIMPE-EAM-2019,c3r42c2,V5343,0,1,Costos y gastos de transporte de materias primas - Administración y ventas,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Costos y gastos de transporte de materias primas - Administración y ventas,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,0
694,DANE-DIMPE-EAM-2019,c3r42c3,V5344,0,8,Total Costos y gastos de transporte de materias primas,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Total Costos y gastos de transporte de materias primas,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,54346644
694,DANE-DIMPE-EAM-2019,c3r44c2,V5299,0,9,Costo de venta de productos no fabricados por el establecimiento - Administrativo y ventas,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Costo de venta de productos no fabricados por el establecimiento - Administrativo y ventas,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,648396899
694,DANE-DIMPE-EAM-2019,c3r44c3,V5300,0,9,Total Costo de venta de productos no fabricados por el establecimiento,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Total Costo de venta de productos no fabricados por el establecimiento,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,648396899
694,DANE-DIMPE-EAM-2019,c3r45c2,V5311,0,8,Costos y gastos de transporte de productos - Administración y ventas,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Costos y gastos de transporte de productos - Administración y ventas,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,60831799
694,DANE-DIMPE-EAM-2019,c3r45c3,V5312,0,8,Total Costos y gastos de transporte de productos,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Total Costos y gastos de transporte de productos,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,60831799
694,DANE-DIMPE-EAM-2019,c3r46c2,V5360,0,10,Gastos financieros - Administración y ventas,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Gastos financieros - Administración y ventas,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,520554004
694,DANE-DIMPE-EAM-2019,c3r46c3,V5361,0,10,Total Gastos financieros,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Total Gastos financieros,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,520554004
694,DANE-DIMPE-EAM-2019,c3r4c1,V5268,0,8,"Sueldos, salarios y prestaciones sociales del personal contratado directamente  - Producción  - Obreros",El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,"Sueldos, salarios y prestaciones sociales del personal contratado directamente  - Producción  - Obreros",Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,19620787
694,DANE-DIMPE-EAM-2019,c3r4c2,V5269,0,8,"Sueldos, salarios y prestaciones sociales del personal contratado directamente  - Administrativos",El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,"Sueldos, salarios y prestaciones sociales del personal contratado directamente  - Administrativos",Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,21709408
694,DANE-DIMPE-EAM-2019,c3r4c3,V5270,0,8,"Total  Sueldos, salarios y prestaciones sociales del personal contratado directamente",El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,"Total  Sueldos, salarios y prestaciones sociales del personal contratado directamente",Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,34265067
694,DANE-DIMPE-EAM-2019,c3r4pt,V5267,0,7,"Sueldos, salarios y prestaciones sociales del personal contratado directamente  - Producción  - Profesional Tecnólogo o Técnico",El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,"Sueldos, salarios y prestaciones sociales del personal contratado directamente  - Producción  - Profesional Tecnólogo o Técnico",Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,9795663
694,DANE-DIMPE-EAM-2019,c3r5c1,V5272,0,7,"Cotizaciones patronales obligatorias, salud, ARP y pensión del personal ocupado  - Producción  - Obreros",El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,"Cotizaciones patronales obligatorias, salud, ARP y pensión del personal ocupado  - Producción  - Obreros",Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,4908029
694,DANE-DIMPE-EAM-2019,c3r5c2,V5273,0,8,"Cotizaciones patronales obligatorias, salud, ARP y pensión del personal ocupado  - Administrativos",El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,"Cotizaciones patronales obligatorias, salud, ARP y pensión del personal ocupado  - Administrativos",Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,13376310
694,DANE-DIMPE-EAM-2019,c3r5c3,V5274,0,8,"Total  Cotizaciones patronales obligatorias, salud, ARP y pensión del personal ocupado",El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,"Total  Cotizaciones patronales obligatorias, salud, ARP y pensión del personal ocupado",Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,15271989
694,DANE-DIMPE-EAM-2019,c3r5pt,V5271,0,7,"Cotizaciones patronales obligatorias, salud, ARP y pensión del personal ocupado  - Producción  - Profesional Tecnólogo o Técnico",El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,"Cotizaciones patronales obligatorias, salud, ARP y pensión del personal ocupado  - Producción  - Profesional Tecnólogo o Técnico",Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,4252796
694,DANE-DIMPE-EAM-2019,c3r6c1,V5276,0,7,"Aportes sobre nómina (SENA, cajas de compensación familiar, ICBF)  - Producción  - Obreros",El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,"Aportes sobre nómina (SENA, cajas de compensación familiar, ICBF)  - Producción  - Obreros",Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,1798822
694,DANE-DIMPE-EAM-2019,c3r6c2,V5277,0,7,"Aportes sobre nómina (SENA, cajas de compensación familiar, ICBF)  - Administrativos",El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,"Aportes sobre nómina (SENA, cajas de compensación familiar, ICBF)  - Administrativos",Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,4619052
694,DANE-DIMPE-EAM-2019,c3r6c3,V5278,0,7,"Total  Aportes sobre nómina (SENA, cajas de compensación familiar, ICBF)",El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,"Total  Aportes sobre nómina (SENA, cajas de compensación familiar, ICBF)",Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,6475279
694,DANE-DIMPE-EAM-2019,c3r6pt,V5275,0,7,"Aportes sobre nómina (SENA, cajas de compensación familiar, ICBF)  - Producción  - Profesional Tecnólogo o Técnico",El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,"Aportes sobre nómina (SENA, cajas de compensación familiar, ICBF)  - Producción  - Profesional Tecnólogo o Técnico",Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,1161809
694,DANE-DIMPE-EAM-2019,c3r7c1,V5280,0,6,Aportes voluntarios a compañías de seguros de vida que ampara al personal ocupado  - Producción  - Obreros,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Aportes voluntarios a compañías de seguros de vida que ampara al personal ocupado  - Producción  - Obreros,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,180105
694,DANE-DIMPE-EAM-2019,c3r7c2,V5281,0,7,Aportes voluntarios a compañías de seguros de vida que ampara al personal ocupado  - Administrativos,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Aportes voluntarios a compañías de seguros de vida que ampara al personal ocupado  - Administrativos,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,1047644
694,DANE-DIMPE-EAM-2019,c3r7c3,V5282,0,7,Total  Aportes voluntarios a compañías de seguros de vida que ampara al personal ocupado,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Total  Aportes voluntarios a compañías de seguros de vida que ampara al personal ocupado,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,1199891
694,DANE-DIMPE-EAM-2019,c3r7pt,V5279,0,6,Aportes voluntarios a compañías de seguros de vida que ampara al personal ocupado  - Producción  - Profesional Tecnólogo o Técnico,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Aportes voluntarios a compañías de seguros de vida que ampara al personal ocupado  - Producción  - Profesional Tecnólogo o Técnico,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,206856
694,DANE-DIMPE-EAM-2019,c3r8c1,V5284,0,8,Valor causado por las empresas que suministran personal temporal al establecimiento  - Producción  - Obreros,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Valor causado por las empresas que suministran personal temporal al establecimiento  - Producción  - Obreros,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,26237568
694,DANE-DIMPE-EAM-2019,c3r8c2,V5285,0,8,Valor causado por las empresas que suministran personal temporal al establecimiento  - Administrativos,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Valor causado por las empresas que suministran personal temporal al establecimiento  - Administrativos,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,17747420
694,DANE-DIMPE-EAM-2019,c3r8c3,V5286,0,8,Total  Valor causado por las empresas que suministran personal temporal al establecimiento,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Total  Valor causado por las empresas que suministran personal temporal al establecimiento,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,26474188
694,DANE-DIMPE-EAM-2019,c3r8pt,V5283,0,8,Valor causado por las empresas que suministran personal temporal al establecimiento  - Producción  - Profesional Tecnólogo o Técnico,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Valor causado por las empresas que suministran personal temporal al establecimiento  - Producción  - Profesional Tecnólogo o Técnico,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,4861664
694,DANE-DIMPE-EAM-2019,c3r9c1,V5292,0,7,Otros gastos del personal no incluidos antes  - Producción  - Obreros,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Otros gastos del personal no incluidos antes  - Producción  - Obreros,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,4581805
694,DANE-DIMPE-EAM-2019,c3r9c2,V5293,0,8,Otros gastos del personal no incluidos antes  - Administrativos,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Otros gastos del personal no incluidos antes  - Administrativos,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,42745940
694,DANE-DIMPE-EAM-2019,c3r9c3,V5294,0,8,Total  Otros gastos del personal no incluidos antes,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Total  Otros gastos del personal no incluidos antes,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,42984203
694,DANE-DIMPE-EAM-2019,c3r9pt,V5291,0,7,Otros gastos del personal no incluidos antes  - Producción  - Profesional Tecnólogo o Técnico,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Otros gastos del personal no incluidos antes  - Producción  - Profesional Tecnólogo o Técnico,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,3772179
694,DANE-DIMPE-EAM-2019,c4r1c1,V5199,0,1,"Propietarios, socios y familiares (sin remuneración fija) Mujer - Producción - Obrero -Nacional",El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,"Propietarios, socios y familiares (sin remuneración fija) Mujer - Producción - Obrero -Nacional",Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,4
694,DANE-DIMPE-EAM-2019,c4r1c10n,V5246,0,3,Total Personal Ocupado  - Hombre -  Producción - Producción - Profesional Tecnólogo o Técnico  - Nacional,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Total Personal Ocupado  - Hombre -  Producción - Producción - Profesional Tecnólogo o Técnico  - Nacional,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,507
694,DANE-DIMPE-EAM-2019,c4r1c1n,V5195,0,1,"Propietarios, socios y familiares (sin remuneración fija) Mujer - Producción - Profesional Tecnólogo o Técnico -Nacional",El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,"Propietarios, socios y familiares (sin remuneración fija) Mujer - Producción - Profesional Tecnólogo o Técnico -Nacional",Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,5
694,DANE-DIMPE-EAM-2019,c4r1c2,V5200,0,1,"Propietarios, socios y familiares (sin remuneración fija) Hombre - Producción - Obrero -Nacional",El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,"Propietarios, socios y familiares (sin remuneración fija) Hombre - Producción - Obrero -Nacional",Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,4
694,DANE-DIMPE-EAM-2019,c4r1c2n,V5196,0,1,"Propietarios, socios y familiares (sin remuneración fija) Hombre - Producción - Profesional Tecnólogo o Técnico -Nacional",El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,"Propietarios, socios y familiares (sin remuneración fija) Hombre - Producción - Profesional Tecnólogo o Técnico -Nacional",Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,4
694,DANE-DIMPE-EAM-2019,c4r1c3,V5201,0,1,"Propietarios, socios y familiares (sin remuneración fija) Mujer - Administrativo",El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,"Propietarios, socios y familiares (sin remuneración fija) Mujer - Administrativo",Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,6
694,DANE-DIMPE-EAM-2019,c4r1c3n,V5205,0,3,Personal permanente (contrato a término indefinido) Mujer - Producción - Profesional Tecnólogo o Técnico -Nacional,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Personal permanente (contrato a término indefinido) Mujer - Producción - Profesional Tecnólogo o Técnico -Nacional,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,188
694,DANE-DIMPE-EAM-2019,c4r1c4,V5202,0,1,"Propietarios, socios y familiares (sin remuneración fija) Hombre - Administrativo",El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,"Propietarios, socios y familiares (sin remuneración fija) Hombre - Administrativo",Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,6
694,DANE-DIMPE-EAM-2019,c4r1c4n,V5206,0,3,Personal permanente (contrato a término indefinido) Hombre - Producción - Profesional Tecnólogo o Técnico -Nacional,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Personal permanente (contrato a término indefinido) Hombre - Producción - Profesional Tecnólogo o Técnico -Nacional,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,314
694,DANE-DIMPE-EAM-2019,c4r1c5n,V5215,0,3,Temporal contratado directamente por el establecimiento - Mujer  - Producción- Profesional Tecnólogo o Técnico - Nacional,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Temporal contratado directamente por el establecimiento - Mujer  - Producción- Profesional Tecnólogo o Técnico - Nacional,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,518
694,DANE-DIMPE-EAM-2019,c4r1c6n,V5216,0,3,Temporal contratado directamente por el establecimiento - Hombre  - Producción- Profesional Tecnólogo o Técnico - Nacional,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Temporal contratado directamente por el establecimiento - Hombre  - Producción- Profesional Tecnólogo o Técnico - Nacional,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,466
694,DANE-DIMPE-EAM-2019,c4r1c7n,V5225,0,2,Temporal contratado  a través de empresas especializadas - Mujer  - Producción- Profesional Tecnólogo o Técnico - Nacional,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Temporal contratado  a través de empresas especializadas - Mujer  - Producción- Profesional Tecnólogo o Técnico - Nacional,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,68
694,DANE-DIMPE-EAM-2019,c4r1c8n,V5226,0,3,Temporal contratado  a través de empresas especializadas - Hombre  - Producción- Profesional Tecnólogo o Técnico - Nacional,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Temporal contratado  a través de empresas especializadas - Hombre  - Producción- Profesional Tecnólogo o Técnico - Nacional,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,174
